Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1648,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21.0,2004,4,3,190,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.03,3,5,1,3,1,33.3,1.42,0.47,0.00,0.00,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,49,58,84.5,904,211,0,0.0,0.0,0.0,0,7,0,0,5,51,7,3,0,0,2,0,1,0,1,0,49,5,3,4,0,1,6,50.0,3,1,0,1,3,8,4,0,4,1.89,1,1,0,1,0,1,1,0.47,79,4,19,41,21,2,79,1,1,100.0,0,0.0,31,189,134,3,3,0,4,0,35,1,1,0,0,4,2,0,2,3,3,0,0,0,14,4,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,67,100,67.0,1700,1235,0,0.0,0.0,0.0,0,0,0,0,0,70,30,14,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,1,0.33,1,0,0,0,0,0,0,0.00,105,82,105,0,0,0,105,0,0,,0,,48,256,171,0,0,0,1,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2,0.67,8,6,75.0,2,1,0,1,33.3,0,0,0,0,2.5,0.31,+0.5,+0.15,9,40,22.5,84,10,34.5,32.5,50,0,0.0,2,0.67,16.8
1650,Sávio,br BRA,MF,Manchester City,eng Premier League,21.0,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,3,66.7,26,7,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,1,6.43,1,0,0,0,0,0,0,0.00,7,0,1,3,3,1,7,0,0,,0,,3,10,2,0,0,0,2,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Nicolò Savona,it ITA,DF,Nott'ham Forest,eng Premier League,22.0,2003,1,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,0,0,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,20,26,76.9,305,58,0,0.0,0.0,0.0,1,1,0,0,0,19,7,2,0,0,0,5,0,0,0,0,20,3,3,1,1,1,5,60.0,2,1,0,1,1,4,1,0,1,1.67,0,1,0,0,0,0,0,0.00,35,1,14,11,10,2,35,1,0,0.0,0,0.0,20,49,8,0,0,0,3,0,20,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22.0,2002,2,2,174,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.00,0.11,3,10,9,1,1,100.0,0.52,0.52,0.00,0.00,7.1,0,0,0,0.0,0.0,0.04,0.0,0.0,96,111,86.5,1672,441,0,0.2,0.4,-0.2,2,8,2,1,10,88,22,1,0,0,5,21,0,0,0,0,96,3,1,2,1,0,4,50.0,2,4,0,4,0,3,7,0,7,3.62,6,0,0,1,0,0,0,0.00,131,4,32,64,38,2,131,1,0,0.0,1,100.0,58,241,88,3,5,0,4,3,81,9,2,0,0,3,5,0,5,0,1,0,0,0,12,6,1,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21.0,2003,3,3,264,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.3,0.34,0.12,1,19,7,2,1,50.0,0.68,0.34,0.50,1.00,12.4,0,0,0,0.3,0.3,0.14,+0.7,+0.7,168,197,85.3,2498,935,0,0.1,0.2,-0.1,1,9,1,0,19,181,14,3,0,1,0,8,0,0,0,0,168,6,3,4,1,1,6,50.0,3,3,1,2,5,11,10,0,8,2.73,8,0,0,0,0,0,2,0.68,233,19,99,108,27,6,233,4,1,25.0,3,75.0,141,496,302,1,2,0,3,1,159,7,0,0,0,8,1,0,0,5,3,0,0,0,8,6,4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26.0,1999,2,2,134,1.5,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,0.67,0.58,0,3,14,9,4,44.4,6.04,2.69,0.11,0.25,14.2,0,0,0,0.7,0.7,0.08,+0.3,+0.3,31,41,75.6,496,53,0,0.2,0.1,-0.2,1,2,1,0,3,38,3,0,0,1,0,0,0,0,0,0,31,1,0,0,0,1,0,,0,1,0,1,1,2,0,0,2,1.34,2,0,0,0,0,0,0,0.00,62,0,0,33,29,13,62,6,4,66.7,2,33.3,30,105,17,0,1,0,3,3,51,14,0,0,0,1,2,2,0,1,0,0,0,0,5,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Kevin Schade,de GER,FW,Brentford,eng Premier League,23.0,2001,4,3,302,3.4,1,0,1,1,0,1,0,0,1.6,0.9,0.1,0.9,0.30,0.51,6,1,7,7,2,28.6,2.09,0.60,0.14,0.50,14.1,0,0,1,1.6,0.9,0.12,-0.6,+0.1,33,55,60.0,566,191,0,0.1,0.1,-0.1,1,2,0,0,1,49,6,0,1,0,2,4,0,0,0,0,33,8,2,2,5,1,3,0.0,3,2,2,0,2,10,1,0,3,0.89,0,1,0,1,1,0,1,0.30,101,7,23,48,33,14,100,9,2,22.2,6,66.7,39,312,127,6,3,4,7,5,57,7,0,0,0,7,2,0,2,2,2,0,0,0,11,8,13,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26.0,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,19,47.4,107,19,0,0.0,0.0,0.0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,9,2,2,1,1,0,0,,0,2,0,2,0,2,3,0,0,0.00,0,0,0,0,0,0,0,0.00,34,3,11,14,9,0,34,2,1,50.0,1,50.0,11,29,19,0,1,0,6,0,13,2,0,0,0,3,1,0,0,0,2,0,0,0,5,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33.0,1991,4,4,350,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.00,0.05,3,13,1,4,0,0.0,1.03,0.00,0.00,,39.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,184,225,81.8,4201,1793,0,0.1,0.1,-0.1,2,18,1,0,13,217,8,7,0,3,2,0,0,0,0,0,184,4,3,3,0,1,4,25.0,3,5,4,1,6,10,21,1,3,0.77,2,0,0,0,0,1,0,0.00,273,39,146,108,20,4,273,0,0,,0,,175,666,394,3,1,0,3,0,187,1,0,0,0,5,3,0,2,6,3,0,0,0,14,16,6,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Derry Scherhant,de GER,"FW,MF",Freiburg,de Bundesliga,22.0,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2.37,0.29,1,2,4,2,2,100.0,4.74,4.74,0.50,0.50,12.2,0,0,0,0.1,0.1,0.06,+0.9,+0.9,8,10,80.0,99,43,0,0.0,0.1,0.0,0,0,1,0,2,10,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,2,4.74,1,0,0,1,0,0,1,2.37,19,1,2,4,13,3,19,3,0,0.0,3,100.0,11,85,39,1,2,0,1,0,12,4,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29.0,1996,3,3,261,2.9,3,0,3,1,2,2,0,0,2.1,0.5,0.1,0.6,0.34,0.74,0,3,8,2,1,50.0,0.69,0.34,0.50,1.00,30.5,0,2,2,2.1,0.5,0.26,+0.9,+0.5,36,49,73.5,525,93,0,0.1,0.5,-0.1,1,0,0,0,3,44,5,0,0,0,0,1,0,0,0,0,36,2,1,0,1,1,1,100.0,0,1,0,1,1,3,5,0,4,1.38,4,0,0,0,0,0,0,0.00,74,5,15,30,30,5,72,1,1,100.0,0,0.0,26,89,19,0,1,0,10,0,42,8,0,0,0,1,2,1,0,1,1,0,0,0,0,15,4,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27.0,1997,3,3,189,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.00,0.17,8,16,4,2,0,0.0,0.95,0.00,0.00,,21.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,98,108,90.7,1511,479,0,0.3,0.5,-0.3,4,9,6,1,16,108,0,0,0,0,3,0,0,0,0,0,98,4,2,2,2,0,1,0.0,1,2,0,2,1,5,5,0,8,3.79,8,0,0,0,0,0,0,0.00,128,6,22,80,28,2,128,4,4,100.0,0,0.0,78,513,286,8,5,0,4,1,87,4,0,0,0,2,0,0,3,1,2,0,0,0,10,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28.0,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,69,87,79.3,1301,519,0,0.0,0.0,0.0,0,5,0,0,3,71,15,10,0,0,0,0,0,0,0,0,69,2,1,2,0,0,1,100.0,0,1,1,0,2,4,12,1,1,0.50,1,0,0,0,0,0,0,0.00,107,19,55,48,5,1,107,0,0,,0,,51,193,59,0,0,0,1,0,51,1,1,0,0,4,1,0,0,2,1,0,0,0,10,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25.0,2000,3,3,254,2.8,2,0,2,0,2,2,0,0,1.6,0.0,0.7,0.7,0.00,0.82,4,26,13,1,0,0.0,0.35,0.00,0.00,,46.3,0,2,2,1.6,0.0,0.05,+0.4,0.0,94,134,70.1,1431,551,0,0.7,1.3,-0.7,5,11,15,3,26,121,12,0,1,1,10,1,7,0,4,0,94,6,2,1,4,1,3,33.3,2,2,0,2,0,6,0,0,11,3.90,10,0,0,1,0,0,1,0.35,160,1,16,74,70,9,158,7,2,28.6,4,57.1,112,552,282,4,6,1,5,7,121,13,0,0,0,2,3,1,10,0,2,0,0,0,12,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Isaac Schmidt,ch SUI,MF,Werder Bremen,de Bundesliga,25.0,1999,1,0,20,0.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,4.50,3.74,1,1,2,1,1,100.0,4.50,4.50,1.00,1.00,28.3,0,0,0,0.8,0.8,0.81,+0.2,+0.2,8,9,88.9,128,10,0,0.0,0.0,0.0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,1,0,,0,0,0,0,0,2,0,0,2,9.00,1,0,1,0,0,0,1,4.50,13,0,2,2,9,1,13,2,1,50.0,1,50.0,4,35,7,1,0,0,0,0,6,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,26.0,1998,3,2,225,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.00,0.02,1,2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,63,73,86.3,1011,206,0,0.1,0.0,-0.1,1,3,0,0,2,71,2,0,0,0,0,2,0,0,0,0,63,3,3,3,0,0,1,100.0,0,8,2,6,3,6,10,0,1,0.40,1,0,0,0,0,0,0,0.00,97,8,38,48,11,1,97,0,0,,0,,53,282,82,1,2,0,0,0,61,0,3,0,0,5,0,0,0,3,3,0,0,0,3,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Jan Schöppner,de GER,"MF,DF",Heidenheim,de Bundesliga,26.0,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,2,2,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,30,47,63.8,514,120,0,0.0,0.0,0.0,0,2,0,0,2,46,0,0,0,0,1,0,0,0,0,0,30,4,2,4,0,0,6,50.0,3,2,0,2,7,11,8,1,2,1.00,2,0,0,0,0,0,0,0.00,74,12,35,37,5,0,74,3,1,33.3,2,66.7,32,182,106,2,0,0,2,0,35,1,1,0,0,3,0,0,1,7,2,0,0,0,7,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30.0,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,79,127,62.2,2489,1864,0,0.0,0.0,0.0,0,3,0,0,0,82,44,13,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0.33,1,0,0,0,0,0,0,0.00,133,98,127,6,0,0,133,0,0,,0,,66,326,236,0,0,0,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,4,1.33,10,6,60.0,2,1,0,1,33.3,0,0,0,0,3.1,0.31,-0.9,-0.30,20,67,29.9,95,7,43.2,37.2,66,0,0.0,1,0.33,16.7
1667,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27.0,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.1,0.1,1.1,1.3,0.50,0.63,11,3,10,4,1,25.0,2.00,0.50,0.25,1.00,23.4,1,0,0,0.1,0.1,0.03,+0.9,+0.9,32,52,61.5,592,142,0,1.1,0.4,-1.1,3,1,4,1,3,37,15,6,1,0,13,2,5,0,4,0,32,2,2,1,1,0,2,0.0,2,3,0,3,0,2,0,0,5,2.50,3,1,0,0,1,0,1,0.50,74,0,8,32,35,5,74,10,3,30.0,6,60.0,56,444,242,11,4,2,6,2,53,10,0,0,0,1,7,0,13,0,2,0,0,0,7,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22.0,2003,4,4,266,3.0,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.4,0.34,0.15,6,5,9,3,1,33.3,1.02,0.34,0.33,1.00,21.5,0,0,0,0.2,0.2,0.05,+0.8,+0.8,87,108,80.6,1231,283,0,0.3,0.2,-0.3,4,5,2,1,5,89,19,5,0,0,11,0,10,8,0,0,87,11,7,3,5,3,4,75.0,1,2,0,2,1,12,5,0,11,3.72,4,3,0,0,3,1,1,0.34,149,7,27,82,42,5,149,10,3,30.0,4,40.0,66,397,178,6,4,2,6,3,89,9,1,0,0,6,9,0,11,1,7,0,0,0,9,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25.0,2000,3,3,226,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.00,0.18,2,2,4,5,0,0.0,1.99,0.00,0.00,,20.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,54,76,71.1,924,300,0,0.1,0.2,-0.1,1,3,1,0,2,56,20,1,0,1,5,19,0,0,0,0,54,4,3,3,1,0,1,100.0,0,1,1,0,1,5,13,0,5,1.99,3,2,0,0,0,0,0,0.00,109,9,37,32,40,6,109,3,1,33.3,2,66.7,41,180,84,2,0,2,7,1,48,4,0,0,0,2,0,0,5,1,3,0,0,0,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22.0,2003,2,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,14,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,96,110,87.3,1786,705,0,0.0,0.0,0.0,0,6,0,0,14,104,6,1,0,0,1,0,0,0,0,0,96,4,0,3,1,0,1,0.0,1,4,1,3,0,4,7,0,0,0.00,0,0,0,0,0,0,0,0.00,125,16,47,73,6,0,125,0,0,,0,,88,524,358,2,1,0,0,1,85,0,0,0,0,1,1,0,1,0,0,0,0,0,6,5,1,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22.0,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,5,100.0,68,20,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,7,1,5,1,1,0,7,0,0,,0,,4,21,8,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25.0,2000,2,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,2,6,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,48,51,94.1,803,230,0,0.0,0.0,0.0,0,5,0,0,6,46,5,2,0,0,0,3,0,0,0,0,48,2,1,2,0,0,2,100.0,0,1,0,1,2,4,3,0,1,1.43,1,0,0,0,0,0,0,0.00,59,9,19,35,6,0,59,1,1,100.0,0,0.0,32,177,104,2,0,0,1,0,37,3,1,0,0,1,3,2,0,2,1,0,0,0,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24.0,2001,3,2,201,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.09,0,3,1,2,0,0.0,0.90,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,62,74,83.8,895,259,0,0.0,0.2,0.0,1,5,1,0,3,74,0,0,1,0,0,0,0,0,0,0,62,4,3,3,0,1,2,100.0,0,2,0,2,7,11,4,0,2,0.90,2,0,0,0,0,0,0,0.00,98,6,37,45,16,5,98,2,2,100.0,0,0.0,54,224,79,0,1,0,1,1,56,1,0,0,0,0,0,0,0,7,3,0,0,0,10,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25.0,2000,4,3,292,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.06,1,4,2,2,0,0.0,0.62,0.00,0.00,,15.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,69,86,80.2,1215,274,0,0.0,0.0,0.0,0,4,0,0,4,85,1,1,0,0,1,0,0,0,0,0,69,3,2,1,2,0,1,0.0,1,2,1,1,2,5,17,0,2,0.62,2,0,0,0,0,0,0,0.00,117,18,45,56,16,1,117,0,0,,0,,51,198,90,1,2,0,2,0,70,2,0,0,0,5,1,0,1,2,2,0,0,0,9,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33.0,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,76,102,74.5,1832,1156,0,0.0,0.0,0.0,0,5,0,0,0,67,35,8,0,1,0,0,0,0,0,0,76,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,115,89,111,4,0,0,115,0,0,,0,,46,278,129,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0.0,8,2.00,20,12,70.0,1,1,2,0,0.0,2,2,0,0,7.7,0.32,-0.3,-0.07,11,36,30.6,75,16,40.0,36.0,49,3,6.1,3,0.75,13.5
1676,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,25.0,2000,4,4,360,4.0,3,2,5,2,1,1,1,0,2.7,1.9,0.4,2.3,1.00,0.77,12,15,22,11,4,36.4,2.75,1.00,0.18,0.50,13.5,0,1,1,2.7,1.9,0.17,+0.3,+0.1,78,121,64.5,1197,333,2,0.4,0.2,+1.6,7,4,9,0,15,107,14,0,0,0,3,14,0,0,0,0,78,6,5,3,1,2,4,50.0,2,8,0,8,1,7,3,0,20,5.00,15,1,2,1,0,1,3,0.75,178,3,13,73,99,23,177,21,9,42.9,8,38.1,95,745,366,12,8,6,10,8,108,22,1,0,0,8,2,2,3,1,5,0,0,0,18,12,12,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27.0,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,72,111,64.9,2757,2307,0,0.0,0.0,0.0,0,2,0,0,0,91,18,9,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,2,0.67,2,0,0,0,0,0,0,0.00,116,99,116,0,0,0,116,0,0,,0,,73,362,247,0,0,0,0,0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0,3,1.00,14,11,78.6,0,1,2,0,0.0,0,0,0,0,3.7,0.27,+0.7,+0.23,33,64,51.6,100,9,59.0,43.2,56,2,3.6,0,0.00,7.0
1678,Marvin Senaya,tg TOG,"DF,MF",Auxerre,fr Ligue 1,24.0,2001,4,4,342,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0.00,0.13,5,6,11,5,1,20.0,1.32,0.26,0.00,0.00,15.4,0,0,0,0.5,0.5,0.10,-0.5,-0.5,94,133,70.7,1729,762,0,0.0,0.1,0.0,0,8,2,1,6,103,30,9,0,0,10,21,0,0,0,0,94,11,4,4,5,2,10,60.0,4,2,2,0,7,18,20,0,7,1.84,5,1,0,1,0,0,0,0.00,183,12,63,76,46,3,183,3,0,0.0,2,66.7,84,350,145,5,3,0,1,1,87,11,2,0,0,6,11,0,10,7,4,0,0,0,8,9,3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28.0,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,0.25,0.08,1,15,0,2,0,0.0,0.50,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,135,188,71.8,3030,1415,1,0.2,0.1,+0.8,2,16,5,2,15,168,18,13,0,0,5,0,0,0,0,0,135,9,7,4,5,0,5,40.0,3,4,2,2,7,16,37,0,8,2.00,6,0,0,1,0,1,1,0.25,249,41,119,112,19,4,249,1,1,100.0,0,0.0,112,502,275,1,0,0,2,1,127,0,1,0,0,3,4,0,5,7,7,0,0,0,18,7,6,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28.0,1997,2,2,171,1.9,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0.53,0.28,0,7,1,4,1,25.0,2.11,0.53,0.25,1.00,15.1,0,0,0,0.5,0.5,0.12,+0.5,+0.5,33,45,73.3,697,305,0,0.0,0.1,0.0,1,8,2,0,7,44,1,1,1,2,0,0,0,0,0,0,33,6,3,3,3,0,4,50.0,2,2,0,2,3,9,3,0,4,2.11,3,0,1,0,0,0,0,0.00,74,6,22,34,18,4,74,5,4,80.0,1,20.0,39,186,55,0,0,0,3,2,39,1,0,0,0,4,2,0,0,3,3,0,0,0,7,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22.0,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,5,60.0,49,0,0,0.0,0.0,0.0,0,1,0,0,0,3,2,0,0,0,1,1,1,1,0,0,3,1,1,0,1,0,2,50.0,1,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,10,0,0,5,5,0,10,3,0,0.0,2,66.7,6,33,6,0,2,0,0,0,6,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
